seqName,SPS,time,iter,enf_mixte,vrac_mixte,helice_mixte,struct_mixte,enf_propre,struct_propre,helice_propre,openGap,extendGap
BB11001,0.8128898128898129,1.755180835723877,4,0.0,2.2,3.4,0.4,0.0,0.0,0.0,14.3,2.9
BB11002,0.17425519955030916,15.709445476531982,4,0.0,2.2,3.4,0.4,0.0,0.0,0.0,14.3,2.9
BB11003,0.26370967741935486,51.4308705329895,4,0.0,2.2,3.4,0.4,0.0,0.0,0.0,14.3,2.9
BB11004,0.32710280373831774,41.1472704410553,4,0.0,2.2,3.4,0.4,0.0,0.0,0.0,14.3,2.9
BB11008,0.06736842105263158,21.00059485435486,4,0.0,2.2,3.4,0.4,0.0,0.0,0.0,14.3,2.9
BB11009,0.3808630393996248,11.296704292297363,4,0.0,2.2,3.4,0.4,0.0,0.0,0.0,14.3,2.9
BB11010,0.21659524737047137,60.744701623916626,4,0.0,2.2,3.4,0.4,0.0,0.0,0.0,14.3,2.9
BB11001,0.7920997920997921,1.8880445957183838,5,0.0,2.3,3.1,1.7,0.0,0.0,0.0,14.3,2.9
BB11002,0.17144463181562675,17.017887115478516,5,0.0,2.3,3.1,1.7,0.0,0.0,0.0,14.3,2.9
BB11003,0.2524193548387097,50.7485990524292,5,0.0,2.3,3.1,1.7,0.0,0.0,0.0,14.3,2.9
BB11004,0.3687315634218289,41.75468730926514,5,0.0,2.3,3.1,1.7,0.0,0.0,0.0,14.3,2.9
BB11008,0.1368421052631579,20.834890842437744,5,0.0,2.3,3.1,1.7,0.0,0.0,0.0,14.3,2.9
BB11009,0.3602251407129456,11.208503007888794,5,0.0,2.3,3.1,1.7,0.0,0.0,0.0,14.3,2.9
BB11010,0.2333463186599143,57.999510765075684,5,0.0,2.3,3.1,1.7,0.0,0.0,0.0,14.3,2.9
BB11001,0.8295218295218295,1.72322416305542,6,0.0,1.7,6.0,0.3,0.0,0.0,0.0,14.3,2.9
BB11002,0.2094329028635598,16.34601402282715,6,0.0,1.7,6.0,0.3,0.0,0.0,0.0,14.3,2.9
BB11003,0.2762096774193548,51.062203884124756,6,0.0,1.7,6.0,0.3,0.0,0.0,0.0,14.3,2.9
BB11004,0.3967551622418879,41.59965538978577,6,0.0,1.7,6.0,0.3,0.0,0.0,0.0,14.3,2.9
BB11008,0.06526315789473684,20.68431258201599,6,0.0,1.7,6.0,0.3,0.0,0.0,0.0,14.3,2.9
BB11009,0.3714821763602251,11.40533995628357,6,0.0,1.7,6.0,0.3,0.0,0.0,0.0,14.3,2.9
BB11010,0.15621347876899103,57.578696727752686,6,0.0,1.7,6.0,0.3,0.0,0.0,0.0,14.3,2.9
BB11001,0.5403726708074534,1.7020277976989746,7,0.0,2.5,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11002,0.20550252667040989,14.235074996948242,7,0.0,2.5,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11003,0.23346774193548386,51.38000559806824,7,0.0,2.5,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11004,0.44346116027531957,41.81522512435913,7,0.0,2.5,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11008,0.13263157894736843,20.729122638702393,7,0.0,2.5,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11009,0.3602251407129456,11.186822891235352,7,0.0,2.5,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11010,0.2582781456953642,58.560699224472046,7,0.0,2.5,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11001,0.7920997920997921,1.720602035522461,8,0.0,2.2,2.9,1.0,0.0,0.0,0.0,14.3,2.9
BB11002,0.17987633501967398,15.556777000427246,8,0.0,2.2,2.9,1.0,0.0,0.0,0.0,14.3,2.9
BB11003,0.2564516129032258,51.044599533081055,8,0.0,2.2,2.9,1.0,0.0,0.0,0.0,14.3,2.9
BB11004,0.3938053097345133,41.92193412780762,8,0.0,2.2,2.9,1.0,0.0,0.0,0.0,14.3,2.9
BB11008,0.05578947368421053,20.94709849357605,8,0.0,2.2,2.9,1.0,0.0,0.0,0.0,14.3,2.9
BB11009,0.3677298311444653,11.040985822677612,8,0.0,2.2,2.9,1.0,0.0,0.0,0.0,14.3,2.9
BB11010,0.21347876899104012,61.892578125,8,0.0,2.2,2.9,1.0,0.0,0.0,0.0,14.3,2.9
BB11001,0.474120082815735,1.7521486282348633,9,0.0,2.5,4.8,1.9,0.0,0.0,0.0,14.3,2.9
BB11002,0.20550252667040989,15.699158191680908,9,0.0,2.5,4.8,1.9,0.0,0.0,0.0,14.3,2.9
BB11003,0.2028225806451613,61.258095502853394,9,0.0,2.5,4.8,1.9,0.0,0.0,0.0,14.3,2.9
BB11004,0.41494591937069814,57.73382925987244,9,0.0,2.5,4.8,1.9,0.0,0.0,0.0,14.3,2.9
BB11008,0.11894736842105263,26.136022567749023,9,0.0,2.5,4.8,1.9,0.0,0.0,0.0,14.3,2.9
BB11009,0.3545966228893058,13.172779083251953,9,0.0,2.5,4.8,1.9,0.0,0.0,0.0,14.3,2.9
BB11010,0.2341254382547721,73.51441168785095,9,0.0,2.5,4.8,1.9,0.0,0.0,0.0,14.3,2.9
BB11001,0.7920997920997921,1.9397947788238525,10,0.0,2.4,2.5,1.4,0.0,0.0,0.0,14.3,2.9
BB11002,0.12767154105736783,18.256776809692383,10,0.0,2.4,2.5,1.4,0.0,0.0,0.0,14.3,2.9
BB11003,0.25806451612903225,59.58730959892273,10,0.0,2.4,2.5,1.4,0.0,0.0,0.0,14.3,2.9
BB11004,0.40462143559488695,50.00556969642639,10,0.0,2.4,2.5,1.4,0.0,0.0,0.0,14.3,2.9
BB11008,0.14,24.533543348312378,10,0.0,2.4,2.5,1.4,0.0,0.0,0.0,14.3,2.9
BB11009,0.35647279549718575,13.21147894859314,10,0.0,2.4,2.5,1.4,0.0,0.0,0.0,14.3,2.9
BB11010,0.21231008959875342,67.08657503128052,10,0.0,2.4,2.5,1.4,0.0,0.0,0.0,14.3,2.9
BB11001,0.8295218295218295,1.9335122108459473,11,0.0,1.3,2.2,0.6,0.0,0.0,0.0,14.3,2.9
BB11002,0.18370786516853932,18.277607440948486,11,0.0,1.3,2.2,0.6,0.0,0.0,0.0,14.3,2.9
BB11003,0.2830645161290323,58.54074668884277,11,0.0,1.3,2.2,0.6,0.0,0.0,0.0,14.3,2.9
BB11004,0.39449090014756516,46.410744428634644,11,0.0,1.3,2.2,0.6,0.0,0.0,0.0,14.3,2.9
BB11008,0.06210526315789474,23.303521633148193,11,0.0,1.3,2.2,0.6,0.0,0.0,0.0,14.3,2.9
BB11009,0.37335834896810505,12.953359127044678,11,0.0,1.3,2.2,0.6,0.0,0.0,0.0,14.3,2.9
BB11010,0.2574990261005064,65.84445190429688,11,0.0,1.3,2.2,0.6,0.0,0.0,0.0,14.3,2.9
BB11001,0.6915113871635611,1.9461784362792969,12,0.0,1.1,5.9,0.9,0.0,0.0,0.0,14.3,2.9
BB11002,0.08830146231721035,18.340207815170288,12,0.0,1.1,5.9,0.9,0.0,0.0,0.0,14.3,2.9
BB11003,0.1782258064516129,60.11061477661133,12,0.0,1.1,5.9,0.9,0.0,0.0,0.0,14.3,2.9
BB11004,0.3839724680432645,48.451653718948364,12,0.0,1.1,5.9,0.9,0.0,0.0,0.0,14.3,2.9
BB11008,0.13473684210526315,23.578938007354736,12,0.0,1.1,5.9,0.9,0.0,0.0,0.0,14.3,2.9
BB11009,0.38345864661654133,11.82487678527832,12,0.0,1.1,5.9,0.9,0.0,0.0,0.0,14.3,2.9
BB11010,0.2329567588624854,71.40675735473633,12,0.0,1.1,5.9,0.9,0.0,0.0,0.0,14.3,2.9
BB11001,0.6915113871635611,2.111250638961792,13,0.0,2.2,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11002,0.16535433070866143,18.220619440078735,13,0.0,2.2,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11003,0.21774193548387097,64.0824077129364,13,0.0,2.2,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11004,0.3382497541789577,47.99541449546814,13,0.0,2.2,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11008,0.13052631578947368,23.76702356338501,13,0.0,2.2,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11009,0.40150093808630394,13.021959781646729,13,0.0,2.2,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11010,0.2547721075185041,66.13373756408691,13,0.0,2.2,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11001,0.8045738045738046,2.223745346069336,14,0.0,1.5,3.5,0.2,0.0,0.0,0.0,14.3,2.9
BB11002,0.14727374929735806,18.17566990852356,14,0.0,1.5,3.5,0.2,0.0,0.0,0.0,14.3,2.9
BB11003,0.2778225806451613,59.32248377799988,14,0.0,1.5,3.5,0.2,0.0,0.0,0.0,14.3,2.9
BB11004,0.2843089030988687,46.224260091781616,14,0.0,1.5,3.5,0.2,0.0,0.0,0.0,14.3,2.9
BB11008,0.056842105263157895,23.022231340408325,14,0.0,1.5,3.5,0.2,0.0,0.0,0.0,14.3,2.9
BB11009,0.37335834896810505,12.30431318283081,14,0.0,1.5,3.5,0.2,0.0,0.0,0.0,14.3,2.9
BB11010,0.21347876899104012,64.2284107208252,14,0.0,1.5,3.5,0.2,0.0,0.0,0.0,14.3,2.9
BB11001,0.6915113871635611,1.8892462253570557,15,0.0,1.7,5.0,0.9,0.0,0.0,0.0,14.3,2.9
BB11002,0.1512935883014623,17.708308458328247,15,0.0,1.7,5.0,0.9,0.0,0.0,0.0,14.3,2.9
BB11003,0.2361950826279726,58.996371030807495,15,0.0,1.7,5.0,0.9,0.0,0.0,0.0,14.3,2.9
BB11004,0.3977384464110128,45.773749113082886,15,0.0,1.7,5.0,0.9,0.0,0.0,0.0,14.3,2.9
BB11008,0.13894736842105262,22.091520309448242,15,0.0,1.7,5.0,0.9,0.0,0.0,0.0,14.3,2.9
BB11009,0.3714821763602251,12.323468446731567,15,0.0,1.7,5.0,0.9,0.0,0.0,0.0,14.3,2.9
BB11010,0.20218153486560186,63.12400531768799,15,0.0,1.7,5.0,0.9,0.0,0.0,0.0,14.3,2.9
BB11001,0.6915113871635611,1.8682637214660645,16,0.0,1.6,5.0,1.2,0.0,0.0,0.0,14.3,2.9
BB11002,0.14735658042744657,17.30519676208496,16,0.0,1.6,5.0,1.2,0.0,0.0,0.0,14.3,2.9
BB11003,0.2221774193548387,55.02423548698425,16,0.0,1.6,5.0,1.2,0.0,0.0,0.0,14.3,2.9
BB11004,0.3967551622418879,43.70701050758362,16,0.0,1.6,5.0,1.2,0.0,0.0,0.0,14.3,2.9
BB11008,0.14105263157894737,21.550037145614624,16,0.0,1.6,5.0,1.2,0.0,0.0,0.0,14.3,2.9
BB11009,0.40150093808630394,12.990280866622925,16,0.0,1.6,5.0,1.2,0.0,0.0,0.0,14.3,2.9
BB11010,0.2493182703544994,66.23643469810486,16,0.0,1.6,5.0,1.2,0.0,0.0,0.0,14.3,2.9
BB11001,0.8295218295218295,1.9562647342681885,17,0.0,2.0,2.9,1.6,0.0,0.0,0.0,14.3,2.9
BB11002,0.17425519955030916,17.900461673736572,17,0.0,2.0,2.9,1.6,0.0,0.0,0.0,14.3,2.9
BB11003,0.2608870967741935,60.867406606674194,17,0.0,2.0,2.9,1.6,0.0,0.0,0.0,14.3,2.9
BB11004,0.40707964601769914,44.47228002548218,17,0.0,2.0,2.9,1.6,0.0,0.0,0.0,14.3,2.9
BB11008,0.15157894736842106,22.063169479370117,17,0.0,2.0,2.9,1.6,0.0,0.0,0.0,14.3,2.9
BB11009,0.3677298311444653,11.543791770935059,17,0.0,2.0,2.9,1.6,0.0,0.0,0.0,14.3,2.9
BB11010,0.21503700818075575,59.79996585845947,17,0.0,2.0,2.9,1.6,0.0,0.0,0.0,14.3,2.9
BB11001,0.8295218295218295,1.7471470832824707,18,0.0,1.7,4.7,0.2,0.0,0.0,0.0,14.3,2.9
BB11002,0.17247191011235954,16.56839942932129,18,0.0,1.7,4.7,0.2,0.0,0.0,0.0,14.3,2.9
BB11003,0.2657258064516129,52.72834753990173,18,0.0,1.7,4.7,0.2,0.0,0.0,0.0,14.3,2.9
BB11004,0.36546974913920316,40.71183705329895,18,0.0,1.7,4.7,0.2,0.0,0.0,0.0,14.3,2.9
BB11008,0.056842105263157895,20.749128818511963,18,0.0,1.7,4.7,0.2,0.0,0.0,0.0,14.3,2.9
BB11009,0.37335834896810505,11.194406509399414,18,0.0,1.7,4.7,0.2,0.0,0.0,0.0,14.3,2.9
BB11010,0.15971951694585118,57.63934397697449,18,0.0,1.7,4.7,0.2,0.0,0.0,0.0,14.3,2.9
BB11001,0.6832298136645962,1.738624095916748,19,0.0,3.0,5.1,0.6,0.0,0.0,0.0,14.3,2.9
BB11002,0.17425519955030916,15.557233333587646,19,0.0,3.0,5.1,0.6,0.0,0.0,0.0,14.3,2.9
BB11003,0.2495967741935484,51.00277543067932,19,0.0,3.0,5.1,0.6,0.0,0.0,0.0,14.3,2.9
BB11004,0.36430678466076694,42.584564447402954,19,0.0,3.0,5.1,0.6,0.0,0.0,0.0,14.3,2.9
BB11008,0.061052631578947365,21.13836669921875,19,0.0,3.0,5.1,0.6,0.0,0.0,0.0,14.3,2.9
BB11009,0.3602251407129456,12.004619359970093,19,0.0,3.0,5.1,0.6,0.0,0.0,0.0,14.3,2.9
BB11010,0.14764316322555512,63.828524351119995,19,0.0,3.0,5.1,0.6,0.0,0.0,0.0,14.3,2.9
BB11001,0.7858627858627859,1.863973617553711,20,0.0,2.9,5.0,0.6,0.0,0.0,0.0,14.3,2.9
BB11002,0.17425519955030916,15.08716607093811,20,0.0,2.9,5.0,0.6,0.0,0.0,0.0,14.3,2.9
BB11003,0.2411290322580645,54.60790705680847,20,0.0,2.9,5.0,0.6,0.0,0.0,0.0,14.3,2.9
BB11004,0.4105211406096362,45.42413902282715,20,0.0,2.9,5.0,0.6,0.0,0.0,0.0,14.3,2.9
BB11008,0.13157894736842105,21.318263053894043,20,0.0,2.9,5.0,0.6,0.0,0.0,0.0,14.3,2.9
BB11009,0.3602251407129456,11.690300464630127,20,0.0,2.9,5.0,0.6,0.0,0.0,0.0,14.3,2.9
BB11010,0.2329567588624854,58.04016399383545,20,0.0,2.9,5.0,0.6,0.0,0.0,0.0,14.3,2.9
BB11001,0.8295218295218295,1.6233201026916504,21,0.0,2.1,5.8,0.5,0.0,0.0,0.0,14.3,2.9
BB11002,0.19708029197080293,14.24890422821045,21,0.0,2.1,5.8,0.5,0.0,0.0,0.0,14.3,2.9
BB11003,0.24596774193548387,49.02273654937744,21,0.0,2.1,5.8,0.5,0.0,0.0,0.0,14.3,2.9
BB11004,0.4532940019665683,40.554625034332275,21,0.0,2.1,5.8,0.5,0.0,0.0,0.0,14.3,2.9
BB11008,0.12947368421052632,20.788845539093018,21,0.0,2.1,5.8,0.5,0.0,0.0,0.0,14.3,2.9
BB11009,0.3714821763602251,11.465668201446533,21,0.0,2.1,5.8,0.5,0.0,0.0,0.0,14.3,2.9
BB11010,0.2789248149590962,64.4238862991333,21,0.0,2.1,5.8,0.5,0.0,0.0,0.0,14.3,2.9
BB11001,0.5217391304347826,1.7398552894592285,22,0.0,1.6,5.7,1.8,0.0,0.0,0.0,14.3,2.9
BB11002,0.1965188096574958,14.972335577011108,22,0.0,1.6,5.7,1.8,0.0,0.0,0.0,14.3,2.9
BB11003,0.2124143490528013,53.140923261642456,22,0.0,1.6,5.7,1.8,0.0,0.0,0.0,14.3,2.9
BB11004,0.39478859390363813,48.16099572181702,22,0.0,1.6,5.7,1.8,0.0,0.0,0.0,14.3,2.9
BB11008,0.06947368421052631,26.448277473449707,22,0.0,1.6,5.7,1.8,0.0,0.0,0.0,14.3,2.9
BB11009,0.37781954887218044,11.292470216751099,22,0.0,1.6,5.7,1.8,0.0,0.0,0.0,14.3,2.9
BB11010,0.2333463186599143,60.55935192108154,22,0.0,1.6,5.7,1.8,0.0,0.0,0.0,14.3,2.9
BB11001,0.7920997920997921,1.7110743522644043,23,0.0,2.9,3.0,1.6,0.0,0.0,0.0,14.3,2.9
BB11002,0.16863406408094436,15.434818267822266,23,0.0,2.9,3.0,1.6,0.0,0.0,0.0,14.3,2.9
BB11003,0.25201612903225806,56.29714512825012,23,0.0,2.9,3.0,1.6,0.0,0.0,0.0,14.3,2.9
BB11004,0.3387413962635202,42.78893041610718,23,0.0,2.9,3.0,1.6,0.0,0.0,0.0,14.3,2.9
BB11008,0.1368421052631579,20.757601976394653,23,0.0,2.9,3.0,1.6,0.0,0.0,0.0,14.3,2.9
BB11009,0.3602251407129456,11.281087636947632,23,0.0,2.9,3.0,1.6,0.0,0.0,0.0,14.3,2.9
BB11010,0.17724970783015193,65.46431970596313,23,0.0,2.9,3.0,1.6,0.0,0.0,0.0,14.3,2.9
BB11001,0.6915113871635611,1.990579605102539,24,0.0,2.1,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11002,0.2094329028635598,15.887290000915527,24,0.0,2.1,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11003,0.2217741935483871,54.34700608253479,24,0.0,2.1,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11004,0.3279252704031465,43.18951678276062,24,0.0,2.1,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11008,0.13263157894736843,21.45591378211975,24,0.0,2.1,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11009,0.40150093808630394,11.39009952545166,24,0.0,2.1,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11010,0.25282430853135957,61.34462785720825,24,0.0,2.1,5.5,1.1,0.0,0.0,0.0,14.3,2.9
BB11001,0.8295218295218295,1.6955382823944092,25,0.0,2.1,2.6,0.7,0.0,0.0,0.0,14.3,2.9
BB11002,0.1489600899381675,16.85720133781433,25,0.0,2.1,2.6,0.7,0.0,0.0,0.0,14.3,2.9
BB11003,0.24798387096774194,52.116639375686646,25,0.0,2.1,2.6,0.7,0.0,0.0,0.0,14.3,2.9
BB11004,0.49557522123893805,41.69151949882507,25,0.0,2.1,2.6,0.7,0.0,0.0,0.0,14.3,2.9
BB11008,0.05578947368421053,22.446009397506714,25,0.0,2.1,2.6,0.7,0.0,0.0,0.0,14.3,2.9
BB11009,0.36397748592870544,11.960001707077026,25,0.0,2.1,2.6,0.7,0.0,0.0,0.0,14.3,2.9
BB11010,0.2271133619010518,56.95835566520691,25,0.0,2.1,2.6,0.7,0.0,0.0,0.0,14.3,2.9
BB11001,0.8295218295218295,1.769737720489502,26,0.0,2.0,5.5,0.1,0.0,0.0,0.0,14.3,2.9
BB11002,0.15345699831365936,15.704501867294312,26,0.0,2.0,5.5,0.1,0.0,0.0,0.0,14.3,2.9
BB11003,0.2633064516129032,51.169764280319214,26,0.0,2.0,5.5,0.1,0.0,0.0,0.0,14.3,2.9
BB11004,0.27742252828332514,41.47308826446533,26,0.0,2.0,5.5,0.1,0.0,0.0,0.0,14.3,2.9
BB11008,0.056842105263157895,20.396389722824097,26,0.0,2.0,5.5,0.1,0.0,0.0,0.0,14.3,2.9
BB11009,0.37335834896810505,11.237171411514282,26,0.0,2.0,5.5,0.1,0.0,0.0,0.0,14.3,2.9
BB11010,0.21503700818075575,57.89375686645508,26,0.0,2.0,5.5,0.1,0.0,0.0,0.0,14.3,2.9
BB11001,0.7858627858627859,2.1262943744659424,27,0.0,2.6,3.6,1.4,0.0,0.0,0.0,14.3,2.9
BB11002,0.17256885890949972,14.763169288635254,27,0.0,2.6,3.6,1.4,0.0,0.0,0.0,14.3,2.9
BB11003,0.24758064516129033,57.563072204589844,27,0.0,2.6,3.6,1.4,0.0,0.0,0.0,14.3,2.9
BB11004,0.36823992133726646,48.13081622123718,27,0.0,2.6,3.6,1.4,0.0,0.0,0.0,14.3,2.9
BB11008,0.05157894736842105,20.85359025001526,27,0.0,2.6,3.6,1.4,0.0,0.0,0.0,14.3,2.9
BB11009,0.3602251407129456,11.048855066299438,27,0.0,2.6,3.6,1.4,0.0,0.0,0.0,14.3,2.9
BB11010,0.2197117257499026,57.66103768348694,27,0.0,2.6,3.6,1.4,0.0,0.0,0.0,14.3,2.9
BB11001,0.5134575569358178,1.7697157859802246,28,0.0,1.7,5.4,1.4,0.0,0.0,0.0,14.3,2.9
BB11002,0.20550252667040989,15.105199337005615,28,0.0,1.7,5.4,1.4,0.0,0.0,0.0,14.3,2.9
BB11003,0.16754138070246266,52.60010600090027,28,0.0,1.7,5.4,1.4,0.0,0.0,0.0,14.3,2.9
BB11004,0.36823992133726646,42.76949763298035,28,0.0,1.7,5.4,1.4,0.0,0.0,0.0,14.3,2.9
BB11008,0.13578947368421052,20.7956964969635,28,0.0,1.7,5.4,1.4,0.0,0.0,0.0,14.3,2.9
BB11009,0.40150093808630394,12.020300388336182,28,0.0,1.7,5.4,1.4,0.0,0.0,0.0,14.3,2.9
BB11010,0.23022984028048304,61.703052282333374,28,0.0,1.7,5.4,1.4,0.0,0.0,0.0,14.3,2.9
BB11001,0.8295218295218295,1.73976731300354,29,0.0,2.5,3.9,0.8,0.0,0.0,0.0,14.3,2.9
BB11002,0.17425519955030916,15.70221209526062,29,0.0,2.5,3.9,0.8,0.0,0.0,0.0,14.3,2.9
BB11003,0.25766129032258067,51.074095010757446,29,0.0,2.5,3.9,0.8,0.0,0.0,0.0,14.3,2.9
BB11004,0.37413962635201575,41.40211534500122,29,0.0,2.5,3.9,0.8,0.0,0.0,0.0,14.3,2.9
BB11008,0.1463157894736842,21.07427144050598,29,0.0,2.5,3.9,0.8,0.0,0.0,0.0,14.3,2.9
BB11009,0.3602251407129456,11.350995540618896,29,0.0,2.5,3.9,0.8,0.0,0.0,0.0,14.3,2.9
BB11010,0.21659524737047137,59.4792115688324,29,0.0,2.5,3.9,0.8,0.0,0.0,0.0,14.3,2.9
BB11001,0.7858627858627859,1.7692935466766357,30,0.0,2.4,3.9,1.5,0.0,0.0,0.0,14.3,2.9
BB11002,0.17537942664418213,16.40069603919983,30,0.0,2.4,3.9,1.5,0.0,0.0,0.0,14.3,2.9
BB11003,0.24879032258064515,52.0978467464447,30,0.0,2.4,3.9,1.5,0.0,0.0,0.0,14.3,2.9
BB11004,0.34906588003933137,42.37787747383118,30,0.0,2.4,3.9,1.5,0.0,0.0,0.0,14.3,2.9
BB11008,0.13789473684210526,24.172858953475952,30,0.0,2.4,3.9,1.5,0.0,0.0,0.0,14.3,2.9
BB11009,0.3602251407129456,13.53000259399414,30,0.0,2.4,3.9,1.5,0.0,0.0,0.0,14.3,2.9
BB11010,0.2555512271133619,60.97238111495972,30,0.0,2.4,3.9,1.5,0.0,0.0,0.0,14.3,2.9
BB11001,0.7920997920997921,1.730187177658081,31,0.0,2.4,2.7,1.1,0.0,0.0,0.0,14.3,2.9
BB11002,0.14960629921259844,15.055199146270752,31,0.0,2.4,2.7,1.1,0.0,0.0,0.0,14.3,2.9
BB11003,0.2629032258064516,50.700106143951416,31,0.0,2.4,2.7,1.1,0.0,0.0,0.0,14.3,2.9
BB11004,0.4945919370698132,42.11953854560852,31,0.0,2.4,2.7,1.1,0.0,0.0,0.0,14.3,2.9
BB11008,0.14,22.02568745613098,31,0.0,2.4,2.7,1.1,0.0,0.0,0.0,14.3,2.9
BB11009,0.35647279549718575,13.092501640319824,31,0.0,2.4,2.7,1.1,0.0,0.0,0.0,14.3,2.9
BB11010,0.21386832878846904,59.594170808792114,31,0.0,2.4,2.7,1.1,0.0,0.0,0.0,14.3,2.9
BB11001,0.6894409937888198,1.781766414642334,32,0.0,1.0,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11002,0.15047725996631106,17.273202419281006,32,0.0,1.0,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11003,0.24103184199919386,52.69933366775513,32,0.0,1.0,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11004,0.39036381514257623,42.56951093673706,32,0.0,1.0,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11008,0.06526315789473684,20.92235517501831,32,0.0,1.0,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11009,0.3771106941838649,11.344394207000732,32,0.0,1.0,4.4,1.8,0.0,0.0,0.0,14.3,2.9
BB11010,0.20841449162446435,59.75722074508667,32,0.0,1.0,4.4,1.8,0.0,0.0,0.0,14.3,2.9
