seqName,SPS,time,iter,enf_mixte,vrac_mixte,helice_mixte,struct_mixte,enf_propre,struct_propre,helice_propre,openGap,extendGap
BB11002,0.2528026905829596,14.348192930221558,3,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.41901692183722805,51.72359371185303,3,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.4169124877089479,39.997382164001465,3,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.05473684210526316,19.718454599380493,3,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,10.342511892318726,3,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.17296455005843397,54.381659746170044,3,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.1782902137232846,15.171350240707397,4,2.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.39307289569069676,48.985307693481445,4,2.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.4105211406096362,41.16122269630432,4,2.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.15473684210526314,19.998224020004272,4,2.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.045112781954887216,10.835834503173828,4,2.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.20685625243474873,55.98194456100464,4,2.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.2460762331838565,13.914989948272705,5,1.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.41330645161290325,49.14071869850159,5,1.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.40363815142576204,38.55857181549072,5,1.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.05473684210526316,19.074766635894775,5,1.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.852174520492554,5,1.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.2251655629139073,60.172065019607544,5,1.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.292436974789916,14.07468295097351,6,1.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.3657258064516129,49.14022994041443,6,1.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.3824975417895772,38.452287912368774,6,1.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.056842105263157895,19.05168104171753,6,1.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.965534448623657,6,1.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.16166731593299571,53.53040027618408,6,1.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.15582959641255606,15.662665843963623,7,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.36246476037051956,47.66178560256958,7,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.3859390363815143,40.96600532531738,7,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.044257112750263436,20.660439014434814,7,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.2358490566037736,10.313435316085815,7,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.2052980132450331,53.38801717758179,7,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.2528026905829596,13.470834016799927,8,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.41901692183722805,47.088287353515625,8,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.4169124877089479,38.51445698738098,8,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.05473684210526316,19.132868766784668,8,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.7208571434021,8,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.17296455005843397,53.2566704750061,8,1.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.2196078431372549,15.412022829055786,9,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.42529198550140956,47.84224033355713,9,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.4528023598820059,39.10705590248108,9,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.06210526315789474,18.978458404541016,9,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07129455909943715,10.351536512374878,9,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.1967276977015972,52.644065141677856,9,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.24985994397759104,13.487905502319336,10,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.38266129032258067,47.18150877952576,10,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.38692232055063913,38.7180061340332,10,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.056842105263157895,19.10681915283203,10,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.833130836486816,10,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.16867939228671602,52.871644020080566,10,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.26330532212885155,15.018979549407959,11,1.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.39403706688154716,47.218581199645996,11,1.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.3952802359882006,38.53049564361572,11,1.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.15473684210526314,19.03964614868164,11,1.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.890311002731323,11,1.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.1682898324892871,54.92209792137146,11,1.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.21224031443009544,14.663031578063965,12,2.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.3906564639548933,47.33789944648743,12,2.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.44936086529006886,38.58664321899414,12,2.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.16,18.99954080581665,12,2.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.782021284103394,12,2.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.20140241527074407,52.59390616416931,12,2.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.2196078431372549,15.181410789489746,13,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.42529198550140956,47.301828384399414,13,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.4528023598820059,39.4840292930603,13,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.06210526315789474,19.10584855079651,13,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07129455909943715,10.518954753875732,13,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.1967276977015972,53.00402331352234,13,3.2,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.14517937219730942,15.025943994522095,14,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.2109721661960468,47.14942407608032,14,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.2085587801278898,37.351383686065674,14,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.0,20.596458673477173,14,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.3395872420262664,10.72694730758667,14,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.16166731593299571,53.056135416030884,14,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.21512605042016808,14.812427997589111,15,3.1,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.43674456083803387,47.14039850234985,15,3.1,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.5221238938053098,39.16018772125244,15,3.1,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.07157894736842105,18.962416887283325,15,3.1,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.022556390977443608,10.484889268875122,15,3.1,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.292169848071679,52.983970165252686,15,3.1,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.24985994397759104,13.400646448135376,16,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.38266129032258067,47.3419349193573,16,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.38692232055063913,38.769132137298584,16,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.056842105263157895,19.63222360610962,16,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.919385433197021,16,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.16867939228671602,53.16846179962158,16,1.5,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.18355855855855857,14.683057308197021,17,2.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.43173580346355217,48.76427721977234,17,2.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.41297935103244837,40.6847288608551,17,2.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.05473684210526316,19.3244309425354,17,2.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.045112781954887216,10.489904642105103,17,2.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.20062329567588624,53.3489146232605,17,2.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.24327354260089687,13.620230913162231,18,1.6,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.4089443996776793,46.86464047431946,18,1.6,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.4060963618485742,38.51748609542847,18,1.6,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.05473684210526316,19.08273696899414,18,1.6,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.8812837600708,18,1.6,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.17218543046357615,52.80998468399048,18,1.6,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.15582959641255606,15.708786964416504,19,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.36246476037051956,47.85730719566345,19,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.3859390363815143,39.1912522315979,19,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.044257112750263436,20.381218194961548,19,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.2358490566037736,10.030682563781738,19,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.2052980132450331,52.995975494384766,19,3.8,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.2184873949579832,15.115206241607666,20,3.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.3882400322190898,47.67381834983826,20,3.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.496551724137931,38.6929292678833,20,3.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.06,19.11083722114563,20,3.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.30206378986866794,9.840176105499268,20,3.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.19828593689131283,52.76836824417114,20,3.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.3025210084033613,15.024994850158691,21,1.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.3814516129032258,47.23363137245178,21,1.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.387905604719764,38.38914513587952,21,1.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.056842105263157895,19.06468915939331,21,1.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.07330827067669173,9.857250690460205,21,1.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.1690689520841449,53.62462067604065,21,1.3,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.14517937219730942,14.828430652618408,22,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.2109721661960468,47.23765587806702,22,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.2085587801278898,37.65416479110718,22,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.0,20.159626722335815,22,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.3395872420262664,10.438795804977417,22,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.16166731593299571,52.96188449859619,22,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.23977591036414567,15.310731649398804,23,3.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.3878372935964559,47.48328638076782,23,3.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.4446085672082718,39.213337421417236,23,3.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.061052631578947365,18.997509479522705,23,3.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.2795497185741088,9.899333238601685,23,3.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.28788469029996105,52.9137818813324,23,3.4,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11002,0.14517937219730942,14.83147931098938,24,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11003,0.2109721661960468,47.19451141357422,24,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11004,0.2085587801278898,37.564929485321045,24,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11008,0.0,20.4684739112854,24,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11009,0.3395872420262664,10.456790924072266,24,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
BB11010,0.16166731593299571,53.16745662689209,24,0.7,2.0,4.0,0.0,0.0,0.0,4.0,14.3,2.9
