seqName,SPS,time,iter,openGap,extendGap
BB11001,0.0,1.6733152866363525,0,25.0,5.0
BB11001,0.0,1.6554999351501465,1,25.0,5.0
BB11001,0.0,1.6407997608184814,2,25.0,5.0
BB11001,0.0,1.8439419269561768,3,25.0,5.0
BB11001,0.0,1.7501897811889648,4,25.0,5.0
